tool,group,dataset,dataset_id,scenario,status,zone_files,updated_zone_file,rr_count,initial_total_ms,incremental_ms,full_update_ms,properties,initial_property_pass,incremental_property_pass,initial_errors,incremental_errors,detail
Aether,files-100-500,warriorhall.com,files-100-500/warriorhall.com,NS_UPDATE,ok,,alimonyillinois.warriorhall.com..txt,,56.899,0.47100000000000003,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,lame_delegation,,num_lec=1054; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__warriorhall.com/NS_UPDATE/stderr.log
Aether,files-100-500,warriorhall.com,files-100-500/warriorhall.com,CNAME_UPDATE,skipped,,,,,,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,,,,,no CNAME record
Aether,files-100-500,warszawa.pl,files-100-500/warszawa.pl,A_ADD,ok,,12lo.warszawa.pl..txt,,452.72,0.854,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,lame_delegation|rewrites,,num_lec=3560; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__warszawa.pl/A_ADD/stderr.log
Aether,files-100-500,warszawa.pl,files-100-500/warszawa.pl,A_UPDATE,ok,,12lo.warszawa.pl..txt,,428.029,0.427,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,lame_delegation|rewrites,,num_lec=3559; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__warszawa.pl/A_UPDATE/stderr.log
Aether,files-100-500,warszawa.pl,files-100-500/warszawa.pl,NS_UPDATE,ok,,12lo.warszawa.pl..txt,,406.984,0.52,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,lame_delegation|rewrites,,num_lec=3559; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__warszawa.pl/NS_UPDATE/stderr.log
Aether,files-100-500,warszawa.pl,files-100-500/warszawa.pl,CNAME_UPDATE,ok,,12lo.warszawa.pl..txt,,419.685,0.709,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,lame_delegation|rewrites,,num_lec=3559; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__warszawa.pl/CNAME_UPDATE/stderr.log
Aether,files-100-500,washington.edu,files-100-500/washington.edu,A_ADD,ok,,aa.washington.edu..txt,,544.6499999999999,1.2799999999999998,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,lame_delegation|rewrites,,num_lec=4103; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__washington.edu/A_ADD/stderr.log
Aether,files-100-500,washington.edu,files-100-500/washington.edu,A_UPDATE,ok,,aa.washington.edu..txt,,598.402,0.625,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,lame_delegation|rewrites,,num_lec=4102; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__washington.edu/A_UPDATE/stderr.log
Aether,files-100-500,washington.edu,files-100-500/washington.edu,NS_UPDATE,ok,,aa.washington.edu..txt,,565.532,1.1059999999999999,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,lame_delegation|rewrites,,num_lec=4102; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__washington.edu/NS_UPDATE/stderr.log
Aether,files-100-500,washington.edu,files-100-500/washington.edu,CNAME_UPDATE,ok,,aa.washington.edu..txt,,600.4929999999999,0.895,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,lame_delegation|rewrites,,num_lec=4102; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_files_100_500/aether_cases/files-100-500__washington.edu/CNAME_UPDATE/stderr.log
